,D1,D2,DAT,NET,5HT1A,5HT1B,5HT2A,5HT4,5HT6,5HTT,a4b2,M1,vAChT,NMDA,mGluR5,GABAA/BZ,H3,CB1,MOR
ctx_lh_S_pericallosal,-0.1160616038,-0.457800161,0.35923109,-0.5445975769,-0.4148754602,-0.4657381277,0.04798936874,-0.08502804201,-0.7490774806,0.2322821632,-0.9036880214,-0.5576375171,-0.1483216402,-0.2851522547,-0.3040060833,0.3669418919,-0.4478652309,-0.9505779011,-0.5565858515
ctx_lh_S_postcentral,0.04333341918,-0.1217808859,0.02311984874,0.6799407995,0.4341177157,0.3932913933,0.3875761949,0.2147356509,0.4695426237,-0.03315357328,-0.1130534124,0.3038060315,-0.1145717742,0.50850943,0.3908534779,0.4407295043,-0.2714512395,0.01363123155,0.09950662859
ctx_lh_S_precentral-inf-part,0.1019781604,-0.2196842524,0.1633077695,0.2622171964,0.468391021,0.9863139479,0.735800337,0.3354566422,0.7007155995,0.0366293383,0.1541515325,0.1692678065,-0.01516977997,0.7666916114,0.7699449383,0.8091660063,-0.1590489843,-0.1758562404,0.5689998949
ctx_lh_S_precentral-sup-part,0.02928564873,-0.3547094317,0.04227947818,0.45716737,0.1465442629,0.5943894639,0.5444083503,0.1127623221,0.3611219745,-0.08334589797,0.076466632,-0.1413744109,0.01179434789,0.5994878956,0.4695716161,0.4812711427,-0.1338486246,-0.4661306474,0.2925719257
ctx_lh_S_suborbital,1.137058737,0.06525584078,0.4130439653,0.07136189783,1.186829654,0.5541889785,0.8112799324,0.4948921512,0.5960657493,0.2787405951,-0.1901183841,0.5431196275,0.1141586585,0.7591967006,1.001867355,0.9166518812,0.848172654,1.025507076,1.045606557
ctx_lh_S_subparietal,0.5873324378,-0.1928763558,0.2689000339,0.5237119615,0.08795716479,0.3288388478,0.8399121082,0.5260228054,0.4292305078,0.1545944424,0.1355404137,0.6618322097,-0.05078341844,0.5902830685,0.8547663374,0.5611624578,0.2508457203,0.2971063439,0.2108370002
ctx_lh_S_temporal_inf,0.3062197082,0.2136888986,0.2106364825,-0.1440683686,1.300315039,0.2451899434,0.8145735829,0.5977406452,0.9105295292,0.00202130942,-0.5134441235,-0.01596158468,-0.1111254733,0.4810291376,0.3374133989,0.7999481829,-0.6834491107,0.0112343613,0.3317597221
ctx_lh_S_temporal_sup,0.4780542766,0.2754407755,0.1212011336,0.3186502854,1.121946349,0.676967978,0.8680939916,0.6390997605,1.037236326,0.1418364814,-0.09271653569,0.6270697258,-0.03588398783,0.7714097716,0.7826762243,0.633145462,-0.1503450415,0.4473123891,0.5011810401
ctx_lh_S_temporal_transverse,0.2083000741,-0.001666659347,0.178377128,0.9587745499,0.7983898075,0.8871116666,1.395175991,0.8713938001,0.8326552255,0.7074742777,-0.1979998044,0.645675972,0.2889941542,1.441892319,1.072426115,1.220530288,0.1687213558,-0.05202068177,-0.2851359833
ctx_rh_G_and_S_frontomargin,0.5796513711,-0.1093683867,-0.5011872892,0.05905324222,0.677499765,0.8122496385,0.9534210031,0.5276326663,-0.3909220882,0.07635075952,0.1055134723,0.5760854769,-0.1403408214,-0.09415482932,0.6513848559,0.6038169054,0.2667268973,0.8270203624,0.8022381743
ctx_rh_G_and_S_occipital_inf,-0.2353561996,0.08968859891,-0.1665181553,0.4348855248,0.4262611783,0.4100902232,1.06192756,0.5644631258,0.719885997,0.1060202033,-0.1916453442,0.9325587798,-0.2505814368,0.2524428699,0.5805192791,0.7994381396,-0.1612467297,0.03558132179,-0.6429620837
ctx_rh_G_and_S_paracentral,-0.2288401388,-0.3570899662,-0.5233802479,1.538921719,-0.04706792307,0.07718501442,0.2079475427,0.0008963750123,-0.1348291232,0.2114245675,-0.1186785886,0.211117945,0.0364222091,0.3197304396,-0.02887023928,0.1617493907,0.31483509,-0.2169844462,-0.3624124574
ctx_rh_G_and_S_subcentral,0.3724824533,0.08201057056,0.04359296747,1.254895581,0.6657951832,0.5285425992,0.921611606,0.6487798774,0.7313210526,0.3634784609,0.1222893693,0.7670812183,0.1459089099,0.3331139404,1.035618951,0.4904572501,0.5650747992,0.8212164388,0.3313705191
